Summary,Precipitation Type,Temperature,Humidity
Mostly Cloudy,rain,32.0,0.35
Mostly Cloudy,rain,32.5,0.38
Partly Cloudy,rain,32.0,0.4
Mostly Cloudy,rain,32.0,0.41
Mostly Cloudy,rain,30.9,0.39
Mostly Cloudy,rain,28.6,0.5
Mostly Cloudy,rain,27.1,0.59
Mostly Cloudy,rain,24.7,0.65
Partly Cloudy,rain,24.1,0.7
Mostly Cloudy,rain,23.1,0.77
Partly Cloudy,rain,15.6,0.92
Partly Cloudy,rain,15.5,0.87
Mostly Cloudy,rain,16.5,0.91
Partly Cloudy,rain,13.8,0.9
Partly Cloudy,rain,13.3,0.9
Partly Cloudy,rain,12.6,0.92
Clear,rain,12.3,0.93
Partly Cloudy,rain,15.0,0.87
Mostly Cloudy,rain,16.3,0.87
Foggy,rain,16.2,0.92
Partly Cloudy,rain,18.9,0.89
Partly Cloudy,rain,21.4,0.76
Mostly Cloudy,rain,21.2,0.76
Partly Cloudy,rain,22.3,0.72
Mostly Cloudy,rain,23.0,0.66
Mostly Cloudy,rain,23.9,0.62
Mostly Cloudy,rain,25.0,0.51
Mostly Cloudy,rain,23.8,0.58
Mostly Cloudy,rain,23.6,0.53
Mostly Cloudy,rain,22.5,0.68
Mostly Cloudy,rain,20.0,0.78
Mostly Cloudy,rain,19.9,0.74
Overcast,rain,19.4,0.76
Overcast,rain,17.9,0.85
Overcast,rain,17.2,0.89
Overcast,rain,16.6,0.92
Mostly Cloudy,rain,15.8,0.84
Overcast,rain,17.0,0.92
Overcast,rain,17.1,0.86
Overcast,rain,16.5,0.79
Mostly Cloudy,rain,15.0,0.83
Partly Cloudy,rain,16.0,0.81
Mostly Cloudy,rain,16.2,0.81
Mostly Cloudy,rain,18.8,0.68
Mostly Cloudy,rain,21.1,0.68
Partly Cloudy,rain,22.5,0.62
Partly Cloudy,rain,23.8,0.54
Partly Cloudy,rain,23.9,0.51
Partly Cloudy,rain,25.8,0.44
Partly Cloudy,rain,25.9,0.43
Partly Cloudy,rain,25.0,0.42
Partly Cloudy,rain,24.9,0.43
Partly Cloudy,rain,24.9,0.45
Partly Cloudy,rain,22.8,0.51
Partly Cloudy,rain,19.3,0.7
Partly Cloudy,rain,17.8,0.78
Mostly Cloudy,rain,17.8,0.75
Mostly Cloudy,rain,16.5,0.79
Mostly Cloudy,rain,15.7,0.83
Mostly Cloudy,rain,15.6,0.81
Mostly Cloudy,rain,16.2,0.93
Mostly Cloudy,rain,15.6,0.84
Mostly Cloudy,rain,15.6,0.81
Mostly Cloudy,rain,15.6,0.81
Mostly Cloudy,rain,15.1,0.83
Mostly Cloudy,rain,17.1,0.73
Mostly Cloudy,rain,17.5,0.72
Overcast,rain,17.7,0.71
Overcast,rain,18.8,0.69
Clear,rain,19.7,0.67
Clear,rain,18.8,0.78
Mostly Cloudy,rain,20.0,0.77
Mostly Cloudy,rain,21.1,0.72
Mostly Cloudy,rain,23.7,0.67
Mostly Cloudy,rain,23.6,0.6
Mostly Cloudy,rain,23.8,0.62
Partly Cloudy,rain,22.0,0.7
Mostly Cloudy,rain,20.0,0.7
Partly Cloudy,rain,18.9,0.8
Mostly Cloudy,rain,17.3,0.88
Partly Cloudy,rain,16.2,0.9
Mostly Cloudy,rain,15.8,0.93
Mostly Cloudy,rain,16.7,0.93
Mostly Cloudy,rain,16.7,0.97
Overcast,rain,16.3,0.97
Mostly Cloudy,rain,16.1,0.97
Partly Cloudy,rain,16.1,0.97
Mostly Cloudy,rain,15.6,0.96
Partly Cloudy,rain,14.5,1.0
Mostly Cloudy,rain,17.1,0.99
Mostly Cloudy,rain,17.7,0.96
Mostly Cloudy,rain,19.8,0.85
Mostly Cloudy,rain,22.0,0.74
Partly Cloudy,rain,21.1,0.73
Partly Cloudy,rain,21.0,0.73
Partly Cloudy,rain,18.9,0.89
Overcast,rain,18.9,0.9
Mostly Cloudy,rain,20.0,0.78
Partly Cloudy,rain,21.1,0.73
Mostly Cloudy,rain,20.0,0.78
Overcast,rain,20.0,0.83
Overcast,rain,18.9,0.9
Overcast,rain,18.0,0.96
Overcast,rain,17.7,0.97
Overcast,rain,17.7,0.93
Overcast,rain,16.8,0.97
Overcast,rain,16.7,0.97
Overcast,rain,16.2,0.97
Overcast,rain,17.0,0.91
Overcast,rain,16.1,0.97
Overcast,rain,16.1,0.97
Overcast,rain,15.6,0.96
Clear,rain,14.0,1.0
Partly Cloudy,rain,16.1,0.93
Mostly Cloudy,rain,16.0,0.93
Mostly Cloudy,rain,16.2,0.99
Overcast,rain,17.8,0.89
Mostly Cloudy,rain,18.9,0.84
Mostly Cloudy,rain,20.2,0.77
Mostly Cloudy,rain,22.3,0.67
Partly Cloudy,rain,22.4,0.7
Partly Cloudy,rain,23.9,0.54
Partly Cloudy,rain,23.9,0.58
Partly Cloudy,rain,23.0,0.56
Partly Cloudy,rain,22.5,0.58
Partly Cloudy,rain,20.9,0.7
Mostly Cloudy,rain,19.2,0.82
Partly Cloudy,rain,17.7,0.84
Mostly Cloudy,rain,18.2,0.81
Mostly Cloudy,rain,17.8,0.88
Mostly Cloudy,rain,17.7,0.84
Overcast,rain,17.2,0.9
Partly Cloudy,rain,15.3,0.9
Mostly Cloudy,rain,16.5,0.93
Mostly Cloudy,rain,16.1,0.96
Mostly Cloudy,rain,15.6,0.93
Mostly Cloudy,rain,14.9,0.93
Partly Cloudy,rain,17.1,0.93
Partly Cloudy,rain,18.7,0.85
Partly Cloudy,rain,19.8,0.79
Partly Cloudy,rain,21.1,0.73
Partly Cloudy,rain,22.2,0.63
Partly Cloudy,rain,22.8,0.57
Partly Cloudy,rain,23.8,0.54
Partly Cloudy,rain,23.5,0.51
Partly Cloudy,rain,24.0,0.53
Partly Cloudy,rain,25.0,0.5
Partly Cloudy,rain,24.0,0.53
Partly Cloudy,rain,24.0,0.5
Partly Cloudy,rain,23.9,0.54
Partly Cloudy,rain,19.3,0.75
Partly Cloudy,rain,17.3,0.87
Clear,rain,16.6,0.93
Clear,rain,16.7,0.87
Partly Cloudy,rain,15.1,0.93
Partly Cloudy,rain,14.5,0.93
Partly Cloudy,rain,17.8,0.8
Partly Cloudy,rain,14.4,0.93
Partly Cloudy,rain,13.9,0.96
Mostly Cloudy,rain,14.4,0.9
Mostly Cloudy,rain,14.9,0.87
Partly Cloudy,rain,17.0,0.82
Partly Cloudy,rain,18.8,0.78
Partly Cloudy,rain,21.2,0.73
Partly Cloudy,rain,23.9,0.62
Partly Cloudy,rain,25.0,0.56
Partly Cloudy,rain,26.1,0.47
Partly Cloudy,rain,27.2,0.44
Partly Cloudy,rain,27.7,0.39
Partly Cloudy,rain,27.8,0.4
Partly Cloudy,rain,27.8,0.39
Partly Cloudy,rain,27.9,0.37
Mostly Cloudy,rain,26.2,0.43
Mostly Cloudy,rain,24.0,0.54
Mostly Cloudy,rain,22.6,0.58
Mostly Cloudy,rain,21.1,0.6
Partly Cloudy,rain,20.4,0.67
Partly Cloudy,rain,20.4,0.7
Partly Cloudy,rain,19.4,0.74
Partly Cloudy,rain,18.8,0.76
Clear,rain,19.9,0.85
Partly Cloudy,rain,17.2,0.84
Partly Cloudy,rain,16.6,0.87
Partly Cloudy,rain,16.5,0.88
Clear,rain,16.1,0.87
Partly Cloudy,rain,17.7,0.84
Partly Cloudy,rain,20.8,0.7
Partly Cloudy,rain,22.7,0.67
Partly Cloudy,rain,26.0,0.55
Clear,rain,26.1,0.58
Clear,rain,28.8,0.51
Partly Cloudy,rain,29.0,0.51
Clear,rain,31.0,0.45
Clear,rain,31.1,0.36
Clear,rain,31.1,0.41
Partly Cloudy,rain,31.2,0.41
Clear,rain,30.0,0.48
Clear,rain,27.9,0.58
Partly Cloudy,rain,25.4,0.66
Partly Cloudy,rain,22.8,0.79
Partly Cloudy,rain,22.7,0.79
Clear,rain,21.2,0.84
Clear,rain,21.6,0.81
Clear,rain,21.4,0.82
Partly Cloudy,rain,19.5,0.92
Partly Cloudy,rain,19.9,0.88
Partly Cloudy,rain,19.3,0.87
Partly Cloudy,rain,18.8,0.91
Clear,rain,18.8,0.9
Mostly Cloudy,rain,19.9,0.87
Partly Cloudy,rain,22.1,0.81
Clear,rain,25.0,0.69
Mostly Cloudy,rain,25.0,0.74
Mostly Cloudy,rain,27.3,0.67
Mostly Cloudy,rain,28.0,0.62
Mostly Cloudy,rain,30.1,0.5
Mostly Cloudy,rain,31.0,0.45
Mostly Cloudy,rain,31.2,0.47
Mostly Cloudy,rain,32.2,0.42
Mostly Cloudy,rain,32.5,0.4
Mostly Cloudy,rain,31.0,0.44
Mostly Cloudy,rain,29.0,0.54
Partly Cloudy,rain,26.5,0.64
Partly Cloudy,rain,22.9,0.73
Partly Cloudy,rain,23.4,0.73
Partly Cloudy,rain,22.4,0.83
Partly Cloudy,rain,22.6,0.77
Partly Cloudy,rain,20.0,0.9
Clear,rain,21.0,0.87
Clear,rain,18.9,0.9
Clear,rain,18.3,0.93
Clear,rain,18.9,0.93
Clear,rain,17.3,0.99
Clear,rain,19.9,0.87
Clear,rain,23.6,0.74
Clear,rain,26.0,0.61
Clear,rain,27.7,0.55
Clear,rain,28.8,0.5
Clear,rain,29.9,0.47
Partly Cloudy,rain,31.0,0.45
Partly Cloudy,rain,31.9,0.41
Partly Cloudy,rain,32.1,0.42
Partly Cloudy,rain,32.1,0.39
Partly Cloudy,rain,31.1,0.44
Partly Cloudy,rain,31.0,0.44
Partly Cloudy,rain,27.3,0.64
Partly Cloudy,rain,25.5,0.68
Partly Cloudy,rain,22.8,0.84
Partly Cloudy,rain,23.2,0.79
Clear,rain,22.2,0.85
Mostly Cloudy,rain,20.4,0.84
Mostly Cloudy,rain,19.9,0.85
Partly Cloudy,rain,16.8,0.92
Mostly Cloudy,rain,19.4,0.9
Overcast,rain,18.9,0.93
Mostly Cloudy,rain,18.9,0.93
Partly Cloudy,rain,17.9,0.97
Mostly Cloudy,rain,18.9,0.99
Overcast,rain,20.1,0.92
Overcast,rain,21.1,0.87
Mostly Cloudy,rain,22.2,0.81
Mostly Cloudy,rain,23.5,0.71
Mostly Cloudy,rain,23.8,0.69
Partly Cloudy,rain,25.0,0.62
Partly Cloudy,rain,25.9,0.58
Mostly Cloudy,rain,25.0,0.62
Mostly Cloudy,rain,24.8,0.58
Mostly Cloudy,rain,23.8,0.62
Mostly Cloudy,rain,22.1,0.68
Mostly Cloudy,rain,21.1,0.68
Mostly Cloudy,rain,21.1,0.68
Mostly Cloudy,rain,18.9,0.84
Mostly Cloudy,rain,18.3,0.84
Mostly Cloudy,rain,17.9,0.86
Partly Cloudy,rain,21.1,0.9
Clear,rain,21.6,0.87
Clear,rain,18.8,0.85
Clear,rain,20.0,0.93
Clear,rain,21.0,0.88
Clear,rain,20.0,0.88
Clear,rain,18.9,0.97
Clear,rain,22.1,0.82
Clear,rain,23.8,0.75
Clear,rain,27.2,0.6
Clear,rain,28.8,0.55
Clear,rain,30.9,0.55
Clear,rain,32.0,0.46
Partly Cloudy,rain,32.6,0.5
Partly Cloudy,rain,32.6,0.44
Mostly Cloudy,rain,32.2,0.43
Mostly Cloudy,rain,31.1,0.45
Partly Cloudy,rain,32.1,0.42
Mostly Cloudy,rain,31.0,0.45
Mostly Cloudy,rain,28.9,0.55
Mostly Cloudy,rain,26.4,0.65
Partly Cloudy,rain,23.8,0.75
Mostly Cloudy,rain,23.3,0.79
Partly Cloudy,rain,24.5,0.72
Breezy and Partly Cloudy,rain,22.0,0.72
Clear,rain,19.9,0.79
Clear,rain,15.0,0.86
Partly Cloudy,rain,17.8,0.9
Partly Cloudy,rain,17.2,0.89
Mostly Cloudy,rain,16.8,0.87
Mostly Cloudy,rain,17.2,0.81
Mostly Cloudy,rain,17.7,0.78
Mostly Cloudy,rain,17.8,0.83
Mostly Cloudy,rain,19.9,0.73
Mostly Cloudy,rain,21.1,0.68
Mostly Cloudy,rain,21.2,0.68
Mostly Cloudy,rain,22.2,0.64
Mostly Cloudy,rain,21.3,0.72
Mostly Cloudy,rain,22.6,0.63
Mostly Cloudy,rain,22.8,0.62
Mostly Cloudy,rain,22.8,0.7
Overcast,rain,22.6,0.66
Mostly Cloudy,rain,20.2,0.82
Mostly Cloudy,rain,20.2,0.77
Mostly Cloudy,rain,19.1,0.88
Mostly Cloudy,rain,17.9,0.95
Partly Cloudy,rain,17.2,0.92
Partly Cloudy,rain,16.3,0.89
Clear,rain,15.1,0.87
Clear,rain,15.0,0.83
Clear,rain,13.2,0.95
Clear,rain,13.4,0.9
Clear,rain,14.3,0.84
Clear,rain,14.3,0.84
Partly Cloudy,rain,12.7,0.9
Partly Cloudy,rain,14.8,0.83
Partly Cloudy,rain,17.5,0.75
Partly Cloudy,rain,20.0,0.64
Partly Cloudy,rain,22.2,0.59
Partly Cloudy,rain,22.7,0.53
Partly Cloudy,rain,23.9,0.48
Partly Cloudy,rain,25.0,0.42
Partly Cloudy,rain,25.0,0.39
Partly Cloudy,rain,25.0,0.42
Partly Cloudy,rain,24.9,0.42
Partly Cloudy,rain,24.0,0.44
Partly Cloudy,rain,23.8,0.45
Partly Cloudy,rain,21.2,0.59
Partly Cloudy,rain,19.9,0.65
Partly Cloudy,rain,17.2,0.86
Mostly Cloudy,rain,16.7,0.89
Partly Cloudy,rain,16.3,0.91
Partly Cloudy,rain,15.0,0.92
Clear,rain,14.0,0.95
Clear,rain,13.2,0.9
Clear,rain,13.3,0.93
Clear,rain,12.3,0.95
Partly Cloudy,rain,12.6,0.95
Partly Cloudy,rain,12.2,0.93
Partly Cloudy,rain,13.8,0.93
Partly Cloudy,rain,16.2,0.81
Partly Cloudy,rain,17.8,0.78
Partly Cloudy,rain,19.9,0.68
Partly Cloudy,rain,21.1,0.62
Mostly Cloudy,rain,20.0,0.61
Mostly Cloudy,rain,20.1,0.68
Partly Cloudy,rain,21.0,0.63
Partly Cloudy,rain,22.3,0.63
Partly Cloudy,rain,23.7,0.54
Partly Cloudy,rain,22.7,0.54
Partly Cloudy,rain,22.8,0.57
Partly Cloudy,rain,21.1,0.63
Partly Cloudy,rain,18.0,0.73
Partly Cloudy,rain,16.2,0.81
Partly Cloudy,rain,16.1,0.84
Partly Cloudy,rain,15.6,0.87
Partly Cloudy,rain,13.9,0.92
Partly Cloudy,rain,13.9,0.9
Partly Cloudy,rain,15.2,0.81
Clear,rain,11.7,0.96
Clear,rain,11.1,0.96
Clear,rain,10.8,0.96
Clear,rain,11.0,0.93
Partly Cloudy,rain,12.6,0.99
Partly Cloudy,rain,17.5,0.8
Partly Cloudy,rain,20.0,0.68
Clear,rain,22.2,0.59
Partly Cloudy,rain,22.9,0.52
Partly Cloudy,rain,25.0,0.47
Partly Cloudy,rain,25.0,0.45
Partly Cloudy,rain,26.0,0.41
Mostly Cloudy,rain,26.1,0.43
Mostly Cloudy,rain,25.1,0.42
Mostly Cloudy,rain,25.2,0.38
Partly Cloudy,rain,25.0,0.42
Partly Cloudy,rain,22.3,0.53
Partly Cloudy,rain,20.3,0.6
Partly Cloudy,rain,17.8,0.7
Partly Cloudy,rain,18.2,0.69
Partly Cloudy,rain,17.3,0.72
Partly Cloudy,rain,17.1,0.71
Partly Cloudy,rain,16.6,0.71
Partly Cloudy,rain,14.8,0.91
Mostly Cloudy,rain,15.1,0.8
Partly Cloudy,rain,16.2,0.81
Mostly Cloudy,rain,15.1,0.9
Mostly Cloudy,rain,15.0,0.87
Mostly Cloudy,rain,17.1,0.76
Mostly Cloudy,rain,17.3,0.76
Mostly Cloudy,rain,20.9,0.73
Mostly Cloudy,rain,22.6,0.62
Partly Cloudy,rain,22.6,0.63
Partly Cloudy,rain,22.0,0.65
Overcast,rain,22.2,0.64
Overcast,rain,22.3,0.65
Partly Cloudy,rain,22.8,0.66
Partly Cloudy,rain,23.8,0.59
Partly Cloudy,rain,22.9,0.62
Partly Cloudy,rain,22.7,0.66
Mostly Cloudy,rain,22.0,0.65
Partly Cloudy,rain,19.9,0.74
Mostly Cloudy,rain,17.7,0.84
Clear,rain,17.2,0.81
Mostly Cloudy,rain,17.3,0.84
Mostly Cloudy,rain,16.1,0.87
Mostly Cloudy,rain,16.0,0.9
Partly Cloudy,rain,15.1,0.82
Partly Cloudy,rain,13.8,0.96
Mostly Cloudy,rain,13.4,0.96
Mostly Cloudy,rain,13.9,0.95
Overcast,rain,13.8,0.93
Mostly Cloudy,rain,13.9,1.0
Mostly Cloudy,rain,15.2,0.93
Clear,rain,17.8,0.84
Partly Cloudy,rain,21.0,0.64
Partly Cloudy,rain,22.2,0.59
Partly Cloudy,rain,22.8,0.51
Partly Cloudy,rain,23.9,0.48
Partly Cloudy,rain,24.8,0.45
Mostly Cloudy,rain,24.9,0.45
Mostly Cloudy,rain,24.9,0.42
Mostly Cloudy,rain,24.9,0.42
Clear,rain,23.8,0.45
Clear,rain,22.2,0.55
Mostly Cloudy,rain,18.5,0.69
Partly Cloudy,rain,16.1,0.81
Partly Cloudy,rain,15.6,0.84
Partly Cloudy,rain,15.6,0.81
Partly Cloudy,rain,14.1,0.85
Partly Cloudy,rain,14.5,0.83
Mostly Cloudy,rain,16.7,0.83
Partly Cloudy,rain,15.5,0.79
Clear,rain,13.9,0.9
Partly Cloudy,rain,12.7,0.9
Mostly Cloudy,rain,13.8,0.9
Clear,rain,15.1,0.87
Partly Cloudy,rain,17.7,0.79
Partly Cloudy,rain,21.0,0.63
Partly Cloudy,rain,22.7,0.57
Partly Cloudy,rain,23.7,0.51
Partly Cloudy,rain,24.9,0.45
Mostly Cloudy,rain,24.9,0.46
Mostly Cloudy,rain,24.8,0.42
Mostly Cloudy,rain,25.0,0.45
Clear,rain,26.1,0.39
Mostly Cloudy,rain,25.9,0.4
Clear,rain,23.9,0.48
Clear,rain,21.1,0.59
Partly Cloudy,rain,18.2,0.72
Partly Cloudy,rain,17.2,0.75
Partly Cloudy,rain,16.2,0.81
Partly Cloudy,rain,17.8,0.74
Mostly Cloudy,rain,16.7,0.78
Mostly Cloudy,rain,16.2,0.81
Mostly Cloudy,rain,13.4,0.95
Overcast,rain,15.6,0.93
Overcast,rain,15.0,0.93
Overcast,rain,14.5,0.96
Mostly Cloudy,rain,15.0,0.93
Overcast,rain,15.0,0.93
Overcast,rain,15.0,0.94
Overcast,rain,15.1,0.93
Overcast,rain,15.1,0.93
Mostly Cloudy,rain,16.2,0.92
Mostly Cloudy,rain,17.9,0.84
Mostly Cloudy,rain,19.1,0.73
Mostly Cloudy,rain,20.9,0.67
Partly Cloudy,rain,21.1,0.63
Partly Cloudy,rain,21.1,0.63
Partly Cloudy,rain,21.2,0.61
Mostly Cloudy,rain,20.1,0.67
Mostly Cloudy,rain,17.9,0.77
Mostly Cloudy,rain,17.5,0.79
Mostly Cloudy,rain,16.2,0.86
Clear,rain,16.2,0.81
Clear,rain,15.2,0.87
Clear,rain,13.9,0.93
Partly Cloudy,rain,12.8,0.96
Mostly Cloudy,rain,12.0,0.95
Clear,rain,12.8,1.0
Mostly Cloudy,rain,13.4,0.96
Mostly Cloudy,rain,13.6,0.95
Mostly Cloudy,rain,13.9,0.93
Overcast,rain,14.9,0.93
Overcast,rain,14.9,0.93
Overcast,rain,14.9,0.93
Overcast,rain,13.9,0.93
Mostly Cloudy,rain,15.0,0.87
Mostly Cloudy,rain,16.2,0.8
Partly Cloudy,rain,17.8,0.65
Partly Cloudy,rain,18.8,0.53
Partly Cloudy,rain,19.9,0.49
Partly Cloudy,rain,20.0,0.45
Partly Cloudy,rain,19.1,0.46
Partly Cloudy,rain,18.9,0.43
Partly Cloudy,rain,16.2,0.58
Partly Cloudy,rain,14.3,0.73
Partly Cloudy,rain,12.8,0.89
Overcast,rain,12.8,0.92
Overcast,rain,12.4,0.92
Partly Cloudy,rain,17.1,0.87
Mostly Cloudy,rain,16.6,0.9
Mostly Cloudy,rain,19.4,0.9
Mostly Cloudy,rain,16.0,0.9
Mostly Cloudy,rain,16.0,0.9
Mostly Cloudy,rain,16.1,0.93
Mostly Cloudy,rain,17.1,0.88
Mostly Cloudy,rain,17.2,0.87
Mostly Cloudy,rain,17.8,0.9
Overcast,rain,17.8,0.96
Overcast,rain,17.9,0.96
Overcast,rain,18.1,0.94
Overcast,rain,19.1,0.89
Mostly Cloudy,rain,22.3,0.68
Mostly Cloudy,rain,22.7,0.67
Mostly Cloudy,rain,24.8,0.59
Mostly Cloudy,rain,24.9,0.64
Mostly Cloudy,rain,24.9,0.64
Overcast,rain,24.8,0.65
Mostly Cloudy,rain,23.6,0.7
Partly Cloudy,rain,22.1,0.82
Partly Cloudy,rain,19.9,0.87
Mostly Cloudy,rain,19.9,0.9
Mostly Cloudy,rain,19.9,0.93
Overcast,rain,11.6,0.95
Mostly Cloudy,rain,11.1,0.93
Mostly Cloudy,rain,11.3,0.89
Overcast,rain,12.2,0.99
Overcast,rain,12.2,0.99
Overcast,rain,12.7,0.92
Overcast,rain,12.2,0.99
Overcast,rain,12.2,0.92
Overcast,rain,12.3,0.93
Overcast,rain,12.2,0.93
Overcast,rain,12.3,0.92
Overcast,rain,12.7,0.9
Overcast,rain,12.8,0.9
Overcast,rain,12.9,0.89
Overcast,rain,13.8,0.9
Overcast,rain,13.9,0.89
Overcast,rain,14.0,0.89
Overcast,rain,14.9,0.84
Mostly Cloudy,rain,15.1,0.82
Mostly Cloudy,rain,13.9,0.89
Mostly Cloudy,rain,13.1,0.89
Mostly Cloudy,rain,12.8,0.83
Clear,rain,12.3,0.8
Mostly Cloudy,rain,12.7,0.85
Mostly Cloudy,rain,12.2,0.86
Mostly Cloudy,rain,11.7,0.86
Partly Cloudy,rain,13.5,0.78
Partly Cloudy,rain,11.1,0.86
Clear,rain,12.8,0.77
Partly Cloudy,rain,11.1,0.85
Mostly Cloudy,rain,11.2,0.86
Mostly Cloudy,rain,12.7,0.77
Clear,rain,12.8,0.78
Overcast,rain,13.9,0.77
Breezy and Overcast,rain,15.9,0.68
Overcast,rain,15.3,0.75
Overcast,rain,15.0,0.83
Overcast,rain,15.0,0.83
Mostly Cloudy,rain,14.1,0.88
Breezy and Overcast,rain,15.1,0.82
Breezy and Mostly Cloudy,rain,16.2,0.77
Mostly Cloudy,rain,17.1,0.73
Mostly Cloudy,rain,17.2,0.72
Mostly Cloudy,rain,16.1,0.72
Mostly Cloudy,rain,15.0,0.78
Clear,rain,15.0,0.78
Partly Cloudy,rain,15.0,0.78
Partly Cloudy,rain,14.3,0.78
Mostly Cloudy,rain,19.4,0.97
Mostly Cloudy,rain,19.4,0.93
Clear,rain,15.8,0.95
Overcast,rain,19.3,0.91
Partly Cloudy,rain,18.8,0.94
Mostly Cloudy,rain,17.8,0.97
Partly Cloudy,rain,17.8,1.0
Partly Cloudy,rain,18.8,0.93
Mostly Cloudy,rain,18.8,0.93
Mostly Cloudy,rain,17.7,1.0
Overcast,rain,17.7,0.97
Overcast,rain,18.8,0.9
Mostly Cloudy,rain,19.8,0.87
Mostly Cloudy,rain,19.9,0.87
Humid and Mostly Cloudy,rain,20.9,0.82
Mostly Cloudy,rain,19.9,0.86
Mostly Cloudy,rain,18.9,0.92
Mostly Cloudy,rain,19.0,0.92
Mostly Cloudy,rain,19.0,0.89
Partly Cloudy,rain,18.9,0.89
Mostly Cloudy,rain,18.8,0.9
Clear,rain,17.2,0.93
Mostly Cloudy,rain,17.6,0.93
Mostly Cloudy,rain,16.6,0.94
Mostly Cloudy,rain,16.5,0.97
Partly Cloudy,rain,15.4,0.96
Clear,rain,13.6,0.93
Partly Cloudy,rain,14.4,0.96
Partly Cloudy,rain,13.8,0.96
Mostly Cloudy,rain,13.4,0.96
Clear,rain,13.8,0.99
Clear,rain,14.9,0.93
Mostly Cloudy,rain,15.1,0.93
Overcast,rain,16.1,0.87
Overcast,rain,16.2,0.87
Overcast,rain,17.3,0.87
Mostly Cloudy,rain,17.4,0.86
Mostly Cloudy,rain,17.9,0.83
Mostly Cloudy,rain,19.1,0.77
Mostly Cloudy,rain,20.2,0.72
Partly Cloudy,rain,22.3,0.59
Partly Cloudy,rain,22.5,0.55
Partly Cloudy,rain,21.2,0.62
Partly Cloudy,rain,21.1,0.67
Partly Cloudy,rain,19.1,0.73
Partly Cloudy,rain,17.2,0.81
Clear,rain,16.2,0.86
Clear,rain,15.3,0.89
Clear,rain,14.0,0.92
Clear,rain,13.9,0.93
Mostly Cloudy,rain,15.4,0.95
Clear,rain,12.7,0.93
Clear,rain,12.7,0.93
Partly Cloudy,rain,12.4,0.96
Partly Cloudy,rain,12.2,1.0
Partly Cloudy,rain,13.9,0.93
Partly Cloudy,rain,17.6,0.8
Partly Cloudy,rain,19.9,0.69
Partly Cloudy,rain,21.0,0.64
Partly Cloudy,rain,22.0,0.64
Partly Cloudy,rain,22.1,0.56
Mostly Cloudy,rain,23.7,0.55
Mostly Cloudy,rain,24.6,0.54
Mostly Cloudy,rain,22.6,0.54
Mostly Cloudy,rain,23.8,0.51
Partly Cloudy,rain,23.8,0.5
Partly Cloudy,rain,22.2,0.59
Partly Cloudy,rain,22.1,0.64
Partly Cloudy,rain,19.2,0.76
Partly Cloudy,rain,17.2,0.87
Partly Cloudy,rain,16.7,0.9
Partly Cloudy,rain,16.8,0.9
Partly Cloudy,rain,15.1,0.95
Mostly Cloudy,rain,15.7,0.93
Partly Cloudy,rain,16.2,0.96
Mostly Cloudy,rain,16.1,0.9
Mostly Cloudy,rain,16.1,0.93
Mostly Cloudy,rain,15.7,0.95
Mostly Cloudy,rain,16.0,0.93
Partly Cloudy,rain,17.2,0.93
Partly Cloudy,rain,17.9,0.89
Mostly Cloudy,rain,19.9,0.74
Mostly Cloudy,rain,20.9,0.74
Mostly Cloudy,rain,22.0,0.65
Mostly Cloudy,rain,22.2,0.64
Partly Cloudy,rain,23.7,0.59
Partly Cloudy,rain,22.2,0.6
Partly Cloudy,rain,22.0,0.61
Partly Cloudy,rain,21.9,0.61
Partly Cloudy,rain,20.0,0.73
Mostly Cloudy,rain,18.9,0.79
Mostly Cloudy,rain,18.9,0.81
Overcast,rain,17.9,0.9
Overcast,rain,17.2,0.93
Overcast,rain,17.2,0.93
Overcast,rain,16.8,0.97
Mostly Cloudy,rain,16.7,0.97
Mostly Cloudy,rain,17.2,0.97
Clear,rain,14.9,0.96
Mostly Cloudy,rain,16.6,0.97
Partly Cloudy,rain,16.1,0.97
Mostly Cloudy,rain,15.7,0.96
Mostly Cloudy,rain,16.1,0.93
Overcast,rain,16.2,0.99
Overcast,rain,17.2,0.94
Overcast,rain,17.8,0.9
Partly Cloudy,rain,19.9,0.79
Partly Cloudy,rain,19.9,0.79
Partly Cloudy,rain,22.6,0.67
Partly Cloudy,rain,22.2,0.68
Partly Cloudy,rain,21.1,0.78
Partly Cloudy,rain,22.2,0.68
Partly Cloudy,rain,22.8,0.66
Partly Cloudy,rain,22.2,0.68
Partly Cloudy,rain,22.1,0.65
Partly Cloudy,rain,20.0,0.73
Partly Cloudy,rain,18.0,0.78
Partly Cloudy,rain,16.2,0.87
Partly Cloudy,rain,15.7,0.9
Partly Cloudy,rain,15.7,0.9
Partly Cloudy,rain,15.1,0.93
Clear,rain,15.0,0.93
Partly Cloudy,rain,15.1,0.88
Clear,rain,14.5,0.93
Clear,rain,14.0,0.96
Partly Cloudy,rain,13.6,0.96
Clear,rain,14.0,0.93
Partly Cloudy,rain,16.1,0.93
Partly Cloudy,rain,17.8,0.89
Partly Cloudy,rain,20.0,0.78
Mostly Cloudy,rain,21.1,0.68
Mostly Cloudy,rain,22.0,0.69
Mostly Cloudy,rain,22.3,0.68
Mostly Cloudy,rain,22.8,0.7
Mostly Cloudy,rain,23.9,0.61
Mostly Cloudy,rain,25.0,0.54
Mostly Cloudy,rain,25.0,0.54
Partly Cloudy,rain,26.0,0.47
Partly Cloudy,rain,25.0,0.47
